post_id,time,comments,shares,reactions,reaction_count,comments_full,hour,text
pfbid02tnRDNMVUN2pjA9FrjkhLDdwYm3SvHcnnFMdpeoWTJY7WY8A7DHZgMENBbYC9VCEhl,2023-07-18 06:46:06,27736,3289,"{'like': 429083, 'love': 195319, 'care': 22444, 'haha': 5022, 'wow': 406, 'sad': 153, 'angry': 64}",652491,"[{'commenter_name': 'Global News Tv', 'commenter_id': '100088830316169', 'text': 'Very impressive!😍 🐐', 'comment_id': '1288900495332885'}, {'commenter_name': 'Vini jr - Malvadeza', 'commenter_id': '/mbasic.facebook.com/RodrygoGoes27', 'text': 'The Best player', 'comment_id': '1248248252372266'}, {'commenter_name': 'El Wicho', 'commenter_id': '100069945064893', 'text': 'Very impressive!😍', 'comment_id': '950045879410994'}, {'commenter_name': 'Bienvenue Mohotognon', 'commenter_id': '/mbasic.facebook.com/pbmohotognon.org', 'text': 'I saw it unlocked!!\nYour travel PLAN will come true', 'comment_id': '2628740380609290'}, {'commenter_name': 'Rakib Hosen', 'commenter_id': '/mbasic.facebook.com/rakib.rasel.311493', 'text': 'Love you CR7 💞🇧🇩\nYou are the best of all 💞🇵🇹', 'comment_id': '3673635776203272'}, {'commenter_name': 'Hummy Faiz', 'commenter_id': '/mbasic.facebook.com/hummy0077', 'text': 'You are a real hero❤️', 'comment_id': '1022477265831080'}, {'commenter_name': 'Joshua ndungu', 'commenter_id': '/mbasic.facebook.com/Joshuandunguofficial', 'text': 'Good luck bro 💪', 'comment_id': '653937796647502'}, {'commenter_name': 'Kazi Mujakkir Joy', 'commenter_id': '/mbasic.facebook.com/mujakkirjoy.liker', 'text': 'Love from Bangladesh legend', 'comment_id': '2296602893844066'}, {'commenter_name': 'Angelo Jove', 'commenter_id': '/mbasic.facebook.com/angelo.jove.9', 'text': 'Great to see the Greatest of All Time CR7!! Siuuuuuuu!!', 'comment_id': '287795440598229'}, {'commenter_name': 'Gokmar Communication Consulting', 'commenter_id': '100054303319681', 'text': 'Impressive. I wish you a successful season as always, World CR7.', 'comment_id': '782291923596671'}]",6,"First game back for pre season! The hard work starts here!💪🏼
💛💙"
pfbid0HAAUB6oh3Q1yd57bfzuEAxpWCc77MMDhRWGh41xmVDrKzz5ThCmv8PskPyPyNnRjl,2023-07-14 17:38:04,14740,1450,"{'like': 215868, 'love': 110841, 'care': 18014, 'haha': 504, 'wow': 308, 'sad': 34, 'angry': 34}",345603,"[{'commenter_name': 'Asa di sa_m', 'commenter_id': '/mbasic.facebook.com/asadisam247', 'text': 'Good luck💙', 'comment_id': '3098238960471490'}, {'commenter_name': 'Ben Adama', 'commenter_id': '/mbasic.facebook.com/bamamadou88', 'text': 'Good luck the best of all times 🤍', 'comment_id': '216001161419813'}, {'commenter_name': 'شيخنا أحمد عينينا', 'commenter_id': '100009123557595', 'text': 'Best ever 🤍', 'comment_id': '215232078164781'}, {'commenter_name': 'Mojibur Khan', 'commenter_id': '/mbasic.facebook.com/mojibur.khan.39', 'text': 'Good luck💥💥🚀🚀', 'comment_id': '648325446953492'}, {'commenter_name': 'صفحة فاهم الضالع', 'commenter_id': '100091513399155', 'text': 'Best Of Luck 🍀', 'comment_id': '1603802076777187'}, {'commenter_name': 'Rakib Hosen', 'commenter_id': '/mbasic.facebook.com/rakib.rasel.311493', 'text': 'Love you CR7 💞🇧🇩\nYou are the best of all 💞🇵🇹', 'comment_id': '871144214690654'}, {'commenter_name': 'H A Ali Ahmed', 'commenter_id': '100011280485774', 'text': 'Love from Bangladesh ♥️', 'comment_id': '1434700200641964'}, {'commenter_name': '𝐇𝐢𝐧𝐚 𝐊𝐡𝐚𝐧 𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥', 'commenter_id': '/mbasic.facebook.com/hinakhanofficial56', 'text': 'Happy Birthday 🥳🎉', 'comment_id': '198476729543298'}, {'commenter_name': 'Raad Jaber', 'commenter_id': '100039397868704', 'text': 'Happy birthday king 👑💖', 'comment_id': '659479362369088'}, {'commenter_name': 'Brosd', 'commenter_id': '100089766943486', 'text': 'Happy birthday 🎂🎉', 'comment_id': '600290978907160'}]",17,"Wishing #Binance a happy 6th birthday! #BinanceTurns6

I'm proud to be partnered with the best for my NFT journey."
pfbid05FJP7niJLVdAaKKvNVQ5YpuDYt9CKnhsu5jT4sCxMDNTqC1SnHpr4p8sqDyGnQK6l,2023-07-12 17:12:27,46540,7359,"{'like': 704248, 'love': 341599, 'care': 34449, 'haha': 1716, 'wow': 758, 'sad': 103, 'angry': 89}",1082962,[],17,Good to be back!🙌🏼⚽️
pfbid0igWN6GEm67vxU7XJPDu2AjoUe6UdExFT833WUy1hrA43TRj3bTxAt7MQdnyhrCwtl,2023-07-09 22:03:27,72398,14453,"{'like': 1015853, 'love': 461360, 'care': 36702, 'haha': 3325, 'wow': 1715, 'angry': 382, 'sad': 330}",1519667,"[{'commenter_name': 'Dr Arun Oommen', 'commenter_id': '/mbasic.facebook.com/neuroindia', 'text': 'We all love you too!!', 'comment_id': '3483532088529708'}, {'commenter_name': 'يوسف فرعون', 'commenter_id': '100051419045091', 'text': 'ي عمي قلنا اي صحبي بيغير وه كلمه انت بقا ي عم Amr Ahmed', 'comment_id': '1396301930932065'}, {'commenter_name': 'Eliezer Mabanza', 'commenter_id': '/mbasic.facebook.com/eliezer.mabanza', 'text': 'Moi aussi love you bro !', 'comment_id': '846431957110501'}, {'commenter_name': 'Nana Escy Ukpe', 'commenter_id': '/mbasic.facebook.com/escybae.escybae', 'text': 'Blissful Sunday I wished you and family sir!', 'comment_id': '6817437344933180'}, {'commenter_name': 'Ben Adama', 'commenter_id': '/mbasic.facebook.com/bamamadou88', 'text': 'Love you too the best in all times', 'comment_id': '1018070209641534'}, {'commenter_name': 'Juli Kumari', 'commenter_id': '/mbasic.facebook.com/JULIKUMARIPAGE', 'text': 'Good Night 🙋\u200d♀️ Sweet Dreams 👌☺️', 'comment_id': '1959996244356548'}, {'commenter_name': 'Akhatar Ali Alam', 'commenter_id': '/mbasic.facebook.com/akhatarali.alam', 'text': 'Congratulations', 'comment_id': '114913934993448'}, {'commenter_name': 'Nguyễn Tiến Luật', 'commenter_id': '/mbasic.facebook.com/sankhauluat', 'text': 'Quá trời dễ thương luôn á hai em', 'comment_id': '813935423636058'}, {'commenter_name': 'أخبار العراق', 'commenter_id': '/mbasic.facebook.com/situkh53', 'text': 'خل ال اسعود يتفرجون ويتحسرون', 'comment_id': '1723491791437981'}, {'commenter_name': 'Mohamed Ramadan', 'commenter_id': '100025938842339', 'text': 'هنخربهالك يخويا يوم فرحكوا🔥👍♥️', 'comment_id': '800101118268550'}]",22,🌊❤️ #LoveYou
pfbid0WMckpN6x9HT2hpY9oY8NoD1fwU9uUq8yLuxPcjusCj9GUnhdy6DPR2MDapwR5iBSl,2023-07-03 18:53:45,19419,2140,"{'like': 238885, 'love': 128490, 'care': 21078, 'haha': 798, 'wow': 385, 'sad': 43, 'angry': 43}",389722,"[{'commenter_name': '𝐀𝐕𝐈𝐒𝐇𝐀𝐇 𝐊', 'commenter_id': '100078754579949', 'text': 'To everyone reading this Keep going. No matter how stuck you feel, no matter how bad things are right now, no matter how hopeless & depressed you feel, no matter how many days you have spent wishing things were different. I promise you won\'t feel this way forever. Keep going&:;!""!!"".❤️🙏', 'comment_id': '229588656068702'}, {'commenter_name': 'Aneel Rathor', 'commenter_id': '/mbasic.facebook.com/aneel.786bhai', 'text': 'Very impressive 👏', 'comment_id': '984624902878619'}, {'commenter_name': 'Unstoppable blogger', 'commenter_id': '/mbasic.facebook.com/Onelovertv', 'text': 'I might not be a pastor but I strongly believe that the person reading this will be richly blessed in all its endeavors. Just keep pushing.', 'comment_id': '1190388304990156'}, {'commenter_name': 'Md Toukir Hosen', 'commenter_id': '/mbasic.facebook.com/toukirhosen98', 'text': 'Best of luck 🥰', 'comment_id': '765188052070718'}, {'commenter_name': 'SO BU J', 'commenter_id': '100044424528627', 'text': 'Best of luck', 'comment_id': '818669179974648'}, {'commenter_name': 'Vakabah Mohammed Bility', 'commenter_id': '/mbasic.facebook.com/bility.vakabah', 'text': 'Best of luck', 'comment_id': '596418249291435'}, {'commenter_name': 'Md. Washim Islam', 'commenter_id': '100014572026657', 'text': 'Best of luck 🌻🌼\nsending love from bangladesh 💗💗', 'comment_id': '810227913829053'}, {'commenter_name': 'Marselino Ferdinan', 'commenter_id': '/mbasic.facebook.com/marselinoferdinan17', 'text': 'Very impressive 😎', 'comment_id': '677239820926816'}, {'commenter_name': 'डेविड जङ्ग क्षेत्री', 'commenter_id': '/mbasic.facebook.com/xettri.devidjungrana', 'text': 'Very impressive! ❤️', 'comment_id': '1027926148570308'}, {'commenter_name': 'With youssef', 'commenter_id': '100082469093429', 'text': 'The best player', 'comment_id': '1294639234753665'}]",18,"I'm proud to announce that my new NFT collection 'Forever CR7: The Goat' NFT is live on Binance now!
Head over to the Binance NFT Marketplace to own historic goalscoring moments from my record breaking career.
Explore now: https://ter.li/ForeverCR7-"
pfbid0HfS2mR5HquqvBAqVACMGEymQSXVTDakEmTgJZ18BdTzL4NztL8mmDeHunjNEcoeJl,2023-07-01 17:54:34,75902,12663,"{'like': 1108479, 'love': 596486, 'care': 66195, 'haha': 2228, 'wow': 1224, 'angry': 185, 'sad': 173}",1774970,"[{'commenter_name': 'Osama AbdelAal', 'commenter_id': '/mbasic.facebook.com/OsamaAbdelAalofficialaccount', 'text': 'يوم جديد 🤍👌', 'comment_id': '632288995523605'}, {'commenter_name': 'Pakhtoon Sarfaraz', 'commenter_id': '100035390031653', 'text': 'My favorite player support from Beautifull Afghanistan 🇦🇫', 'comment_id': '756753789530631'}, {'commenter_name': 'Freudli', 'commenter_id': '100079339851994', 'text': 'Very impressive il love you greateast al Time 🐐🇵🇹', 'comment_id': '600660225521037'}, {'commenter_name': 'Docteur Dolo Officiel', 'commenter_id': '/mbasic.facebook.com/drdolo450Mali', 'text': 'You are the best', 'comment_id': '1003853327458539'}, {'commenter_name': 'Hawlader Nuru Jcd', 'commenter_id': '/mbasic.facebook.com/hawlader.nurujcd', 'text': 'Love from Bangladesh ❣️', 'comment_id': '1409382983174796'}, {'commenter_name': 'Soy Carloshow', 'commenter_id': '/mbasic.facebook.com/Carloshoww', 'text': 'El mejor jugador de la historia GOAT 🐐🏆', 'comment_id': '618104373414615'}, {'commenter_name': 'Akorede', 'commenter_id': '100088501673665', 'text': 'The best thing that can ever happen to a man is to become a father. Kudos to you for being the best father to your kids. ❤️', 'comment_id': '3825523024342169'}, {'commenter_name': 'Md Monir Islam', 'commenter_id': '/mbasic.facebook.com/fariayakter.mim.5', 'text': 'My favourite player support from Bangladesh 🇧🇩', 'comment_id': '1619306985201883'}, {'commenter_name': 'Shovon Kundu', 'commenter_id': '/mbasic.facebook.com/shovonkundu.shovonkundu', 'text': 'Love from Bangladesh ♥️❣️❤️', 'comment_id': '6880288005322944'}, {'commenter_name': 'Foot passion plus', 'commenter_id': '/mbasic.facebook.com/Foot541', 'text': 'BEST IN THE WORLD 🔥🇵🇹', 'comment_id': '289387736834610'}]",17,🥰
pfbid0Mg3r96fFGdJVXusKYzqofbcPcwSxdZxLLH3FEaUhLfXcRteLHJxFq99o5yRSkvo4l,2023-06-27 00:31:31,68717,12429,"{'like': 1041634, 'love': 466987, 'care': 43813, 'haha': 3601, 'wow': 1808, 'angry': 259, 'sad': 156}",1558258,"[{'commenter_name': 'Đỗ Duy Mạnh', 'commenter_id': '100003304208076', 'text': 'A Zai ❤️❤️❤️', 'comment_id': '176073481911713'}, {'commenter_name': 'Andile Last Born', 'commenter_id': '100075974432069', 'text': 'Heavenly father please touch the body of the person reading this with healing and peace... Touch their finances and open new doors. 🥺\n\nBless my day with follower.', 'comment_id': '785658926394407'}, {'commenter_name': 'Gambir Magar', 'commenter_id': '100082736382399', 'text': 'Enjoy your vacation favorite player.love from Nepal', 'comment_id': '1002756744052779'}, {'commenter_name': 'Habib AHANDESSI-Le Révolutionnaire.', 'commenter_id': '/mbasic.facebook.com/ahandessihabib.fr', 'text': 'Tu es le KING. Un jour tu vas me répondre', 'comment_id': '1978961439119986'}, {'commenter_name': 'Adela bikim', 'commenter_id': '/mbasic.facebook.com/AdelabikimlaGrandeRoyale', 'text': 'The king CR7 The best player 🔥🔥👌', 'comment_id': '600341512186391'}, {'commenter_name': 'Nguyễn Tiến Luật', 'commenter_id': '/mbasic.facebook.com/sankhauluat', 'text': 'Mai mốt a ko chụp cho mấy đứa em nữa đâu, chụp xong chả đứa nào chụp lại cho a tấm nào hết', 'comment_id': '669081251719789'}, {'commenter_name': 'Ryder Scotty', 'commenter_id': '/mbasic.facebook.com/ryderscotty', 'text': 'Nothing Hurts like seeing yourself getting older without any progress in life.. May God open the doors of greatness for us soon.have a nice day everyone 🥰', 'comment_id': '6257548367699353'}, {'commenter_name': 'Md. Nazmus Sadat', 'commenter_id': '/mbasic.facebook.com/newapproch', 'text': 'Very impressive! Best Football player.', 'comment_id': '968740884244654'}, {'commenter_name': 'Nguyễn Tấn Phương', 'commenter_id': '/mbasic.facebook.com/StarVN.Official', 'text': 'good luck 🍀', 'comment_id': '665224985424202'}, {'commenter_name': 'Rutherford Giana', 'commenter_id': '100011662268439', 'text': 'Enjoy your vacation with family.', 'comment_id': '246819868085486'}]",0,Vacation mood 😎
pfbid02gaJMGFnnpCFb2tYXbGmK1xqcucNF2pk35DHdRBmnSKnt62RtVZFT8jXj53NyEqh9l,2023-06-22 18:38:08,150575,17900,"{'like': 1289402, 'love': 628202, 'care': 45950, 'haha': 13278, 'wow': 5999, 'angry': 1535, 'sad': 1302}",1985668,"[{'commenter_name': 'Facebook', 'commenter_id': '/facebook.com/facebook', 'text': 'Boss needs rest \U0001fae1', 'comment_id': '1409474169892820'}, {'commenter_name': 'Henry DeSagu', 'commenter_id': '/mbasic.facebook.com/henrydesagu', 'text': 'Nyondo ishio ithambio ihakwo maguta…Tuthie Tugakene maisha no maya', 'comment_id': '242182878547249'}, {'commenter_name': 'Mic Diggy', 'commenter_id': '/mbasic.facebook.com/micdiggyworldwide', 'text': 'Enjoy your holiday. You deserve it 😊🖤', 'comment_id': '1320654068872114'}, {'commenter_name': 'Abdullah Abdullah', 'commenter_id': '/mbasic.facebook.com/AR97Official1', 'text': 'The importance of relatives can vary greatly from person to person based on individual relationships and circumstances. However, in general, immediate family members such as parents, siblings, and children are often considered to be the most important relatives. They are the closest and most influential people in our lives, providing emotional support, love, and guidance.', 'comment_id': '942171827017178'}, {'commenter_name': 'Sir Dave ComedyTv', 'commenter_id': '100057466321937', 'text': 'Beautiful people\nOne ❤️\u200d🩹🙌', 'comment_id': '940323477255524'}, {'commenter_name': 'شاكر الجماعي', 'commenter_id': '/mbasic.facebook.com/shkaerhassan', 'text': 'يهنى يهنى بالعافيه 🤣مله مش قدامنا ي عم فضحتنا', 'comment_id': '1101022010871273'}, {'commenter_name': 'Dil Eliyas', 'commenter_id': '100070475427209', 'text': 'Thank you so much because we love watching your family because I am a big fan of yours', 'comment_id': '808523870700053'}, {'commenter_name': 'Mohamed Adel', 'commenter_id': '/mbasic.facebook.com/mohamedua0718', 'text': 'الأهداف فى الاستورى', 'comment_id': '811345217080888'}, {'commenter_name': 'Nguyễn Tiến Luật', 'commenter_id': '/mbasic.facebook.com/sankhauluat', 'text': 'Rất dễ thương nha hai em! Hạnh phúc viên mãn nha. Cho gởi lời hỏi thăm em dâu anh, bữa nghe nói ong chít ko biết đỡ chưa', 'comment_id': '188395497218783'}, {'commenter_name': 'KDC Global', 'commenter_id': '/mbasic.facebook.com/kdcglobalcomedian', 'text': 'Greatest Relationship of all time', 'comment_id': '1354826005364096'}]",18,"☀️ 🌊 ❤️

#vacation #love"
pfbid02Vd2PVLVnVFm87aepXXBepfzHMkSP4B1FagC1kNTWtobMNwTCESM9QK9TvGjNxjitl,2023-06-18 04:37:26,38544,8805,"{'like': 662913, 'love': 360826, 'care': 36052, 'haha': 1094, 'wow': 497, 'sad': 77, 'angry': 54}",1061513,"[{'commenter_name': 'Facebook', 'commenter_id': '/facebook.com/facebook', 'text': 'Portugal looking STRONG 💪', 'comment_id': '806101197506432'}, {'commenter_name': 'Rubait Islam Noman', 'commenter_id': '100055211176224', 'text': 'Great one king CR7 forever 💪\n\nLove from Bangladesh🇧🇩🇧🇩', 'comment_id': '6890352900999034'}, {'commenter_name': 'diaminaldo_f7', 'commenter_id': '/mbasic.facebook.com/diaminaldo', 'text': 'Força Portugal 🇵🇹', 'comment_id': '810486734030204'}, {'commenter_name': 'Mabilde Rosa', 'commenter_id': '/mbasic.facebook.com/mabilde.rosa.9', 'text': 'Parabéns a nossa seleção ❤️', 'comment_id': '930650208238949'}, {'commenter_name': 'Irfan Chaudhary', 'commenter_id': '/mbasic.facebook.com/irfan.chaudhary', 'text': 'I want you to know I been supporting you and Portugal 🇵🇹 in the World Cup since you started. You are great captain! I hope you can do one more World Cup that takes place in America.', 'comment_id': '1295325898039524'}, {'commenter_name': ""Bella's world"", 'commenter_id': '100063199542087', 'text': 'Greatest of all time. ❤❤❤❤', 'comment_id': '1275733179700914'}, {'commenter_name': 'Abdlmoula Dahdouh', 'commenter_id': '100088581530816', 'text': 'Whole world is love your RC7 all the best boy', 'comment_id': '625037166015158'}, {'commenter_name': 'Malak Elouafi', 'commenter_id': '/mbasic.facebook.com/malak.elouafi.3152', 'text': 'كُلُّ مَنْ عَلَيْهَا فَانٍ \u06dd وَيَبْقَى وَجْهُ رَبِّكَ ذُو الْجَلالِ وَالإكْرَامِ \u06dd.🌸❤', 'comment_id': '491857119792423'}, {'commenter_name': 'Yannick Yai', 'commenter_id': '100064551772221', 'text': 'Much love\nFrom your neighbour🇸🇸🇸🇸🇸🇸', 'comment_id': '1301321150737001'}, {'commenter_name': 'Angelo Jove', 'commenter_id': '/mbasic.facebook.com/angelo.jove.9', 'text': 'Great victory by the Portuguese team and their leader, the Greatest of All Time CR7!! Siuuuuuuu', 'comment_id': '278414568031958'}]",4,"Grande vitória, equipa!
Obrigado a todos os Portugueses pelo apoio🇵🇹🙏🏽💪🏽

Great win team !
Thanks to all Portuguese for the support🇵🇹🙏🏽💪🏽"
pfbid02BH6imiEGUJ6ivmqopSdZ5QCTREZnBFMNpg2iFtsAigECNSDDwjV6NWYAiDizaXcul,2023-06-17 03:00:10,32465,6752,"{'like': 450126, 'love': 236416, 'care': 28476, 'haha': 878, 'wow': 491, 'angry': 59, 'sad': 47}",716493,"[{'commenter_name': 'Md. Nazmus Sadat', 'commenter_id': '/mbasic.facebook.com/newapproch', 'text': 'What a control! What a speed. Very impressive! Best player in the world. Best wishes.', 'comment_id': '2591051474368732'}, {'commenter_name': 'Ayouba The Poet', 'commenter_id': '/mbasic.facebook.com/ayoubam.kamara56', 'text': ""It's always an honor for me to see you play this beautiful game, because you are the Idol of future footballers.\nBigger respect Goat"", 'comment_id': '166665226390834'}, {'commenter_name': 'Wealthy Prince Comedy', 'commenter_id': '/mbasic.facebook.com/WealthyPrinceComedy', 'text': 'When I was young I used to think that, musicians line up in the radio, to sing one after the other\nI’m a creative content creator please bless my life by following me 🙏😢', 'comment_id': '6071186466340878'}, {'commenter_name': 'AVÔ ROCHA Humorista', 'commenter_id': '100063617714722', 'text': 'IAM RESPECT TO YOU 👌🙏🇦🇴🇦🇴🇦🇴🇦🇴🇦🇴', 'comment_id': '825680158898290'}, {'commenter_name': 'Samiir Music', 'commenter_id': '/mbasic.facebook.com/samiir03', 'text': 'The hardest working ❤️', 'comment_id': '820379666140294'}, {'commenter_name': 'Trésôr Lee', 'commenter_id': '/mbasic.facebook.com/tresor.officiel1', 'text': 'The best 🥰', 'comment_id': '873443794119540'}, {'commenter_name': 'عدنان محمد الضلعي', 'commenter_id': '100005944964997', 'text': 'A football legend and one of the best players in history.', 'comment_id': '236758489102074'}, {'commenter_name': 'Anita Kc', 'commenter_id': '/mbasic.facebook.com/AnitaKcOfficial', 'text': 'Best of luck 🤞🐐👑\U0001faf6🏻', 'comment_id': '215198074794113'}, {'commenter_name': 'صا ديك', 'commenter_id': '/mbasic.facebook.com/sadekul07', 'text': 'Love from India 🇮🇳', 'comment_id': '653972723276611'}, {'commenter_name': 'KAY', 'commenter_id': '/mbasic.facebook.com/wrdscorelien', 'text': 'Love u till infinity 😍', 'comment_id': '187013080688642'}]",3,🇵🇹❤️💪🏽 #PreparadosParaAmanhã
pfbid02DFhUKiheMnUabPELrQz6fC6hEDLkDvaqGjY5kBrzs4ULXRYGEyxiaMDzV8gEBnsl,2023-06-16 02:20:49,41283,8185,"{'like': 706614, 'love': 334515, 'care': 35052, 'haha': 1482, 'wow': 694, 'angry': 107, 'sad': 102}",1078566,"[{'commenter_name': 'Bashir Ahmed Vlogs', 'commenter_id': '/mbasic.facebook.com/Bashirvaibd', 'text': 'Best of luck CR7,♥️', 'comment_id': '801393604971971'}, {'commenter_name': 'Ali Ali', 'commenter_id': '/mbasic.facebook.com/diallo2242021', 'text': 'Good luck', 'comment_id': '1701185843687830'}, {'commenter_name': 'Adam Altom', 'commenter_id': '100028214689288', 'text': 'Good luck', 'comment_id': '939749653922998'}, {'commenter_name': 'Bee Kind', 'commenter_id': '100076304623934', 'text': 'That water is also the greatest of all time🐐🙌🙌❤️🖤', 'comment_id': '1389297534976363'}, {'commenter_name': 'Md Sumon Molla', 'commenter_id': '100070216715077', 'text': 'Sending love ❤️', 'comment_id': '585372873585561'}, {'commenter_name': 'Oscar Manyeah Official', 'commenter_id': '100082492402781', 'text': 'Legend\nGoat 🐐\nThe best of the best\nThe records breaker\nThe record setter\n❤️❤️❤️❤️❤️❤️', 'comment_id': '589352033287195'}, {'commenter_name': 'Noor Hashim Aziz', 'commenter_id': '/mbasic.facebook.com/noorhashim.aziz', 'text': 'Good luck 💯', 'comment_id': '1384442998797019'}, {'commenter_name': 'Nguyễn Tiến Luật', 'commenter_id': '/mbasic.facebook.com/sankhauluat', 'text': 'Ngọt ngào quá hen. Mấy chai nước bên em khi nào bán bên này nhớ hú anh nha.', 'comment_id': '1448698755896686'}, {'commenter_name': 'Kibra Comedian', 'commenter_id': '/mbasic.facebook.com/agurecomedian', 'text': ""That still doesn't change the fact that there are 49million kangaroos in Australia and 3.5million people in Uruguay which means if the kangaroos were to invade Uruguay each person will have to fight 14 kangaroos"", 'comment_id': '277030151498916'}, {'commenter_name': 'Frank The Writer', 'commenter_id': '/mbasic.facebook.com/FrankWriter1', 'text': 'World Best 🙌❤\n\nNone other sicker', 'comment_id': '990178448788361'}]",2,After training sunset 🌅💦
pfbid02TFJxLY8syVN1PZ14QjBEAnTYC2KYimBDKN7PWw8RXXLHAG7QxBsAtUsfaS5c1YZJl,2023-06-15 00:12:28,10960,864,"{'like': 160063, 'love': 85925, 'care': 13842, 'haha': 289, 'wow': 245, 'angry': 35, 'sad': 28}",260427,"[{'commenter_name': 'Princess Amaka Gold', 'commenter_id': '100084847222106', 'text': 'When i was a child, i used to think that the reason aeroplane ✈️ fly up from Nigeria when travelling to other countries of the world, was that Nigeria is in the down most part of the world, while other countries are up', 'comment_id': '158884510513251'}, {'commenter_name': 'Ayouba The Poet', 'commenter_id': '/mbasic.facebook.com/ayoubam.kamara56', 'text': 'The best player on the planet, nobody gets close GOAT', 'comment_id': '1927416484298929'}, {'commenter_name': 'Hurem Sultan', 'commenter_id': '100066485570862', 'text': 'ممكن صديق نخلي اسرارنا بين بعض 🔥🥺', 'comment_id': '643014630750846'}, {'commenter_name': 'Negasa Olani Gemeda', 'commenter_id': '/mbasic.facebook.com/negi.olani', 'text': 'Best league is always your league!', 'comment_id': '1677372746063075'}, {'commenter_name': 'Eprahim Askar', 'commenter_id': '100010005300918', 'text': '💝💝من يقرأها يضع قلب 💝💝\n﷽\n﴿ أَلَم نَشرَح لَكَ صَدرَكَ ۞ وَوَضَعنا عَنكَ وِزرَكَ ۞ الَّذي أَنقَضَ ظَهرَكَ ۞ وَرَفَعنا لَكَ ذِكرَكَ ۞ فَإِنَّ مَعَ العُسرِ يُسرًا ۞ إِنَّ مَعَ العُسرِ يُسرًا ۞ فَإِذا فَرَغتَ فَانصَب ۞ وَإِلى رَبِّكَ فَارغَب ﴾ ♥🌹جعلها الله في ميزان حسناتكم🌹♥', 'comment_id': '3197239563908208'}, {'commenter_name': 'Monayem Hasan', 'commenter_id': '/mbasic.facebook.com/monayem.hossan.35', 'text': 'We are in a world where the two best players of the last fifteen years have changed profession, one became an imam in Saudi Arabia 🇸🇦🇸🇦 the other Rapper in the USA 🇺🇲', 'comment_id': '952973175909116'}, {'commenter_name': 'Aneel Rathor', 'commenter_id': '/mbasic.facebook.com/aneel.786bhai', 'text': 'Ronaldo has expressed his confidence in his abilities, saying, ""I don\'t have to show anything to anyone. There is nothing to prove."" This demonstrates his strong self-assurance and belief in his own skills.❤', 'comment_id': '939728927359967'}, {'commenter_name': 'AS Khan Wazir', 'commenter_id': '/mbasic.facebook.com/sajjad.wazir.589', 'text': 'He is my favorite and wherever he goes the team is also my favorite ❤️🙏', 'comment_id': '645382880458363'}, {'commenter_name': 'Arif Luhar', 'commenter_id': '/mbasic.facebook.com/arif.luhar.1485', 'text': 'Great one legend, you remained the Goat', 'comment_id': '1312051496358559'}, {'commenter_name': 'RIDWAN 卝 রিদুヅ', 'commenter_id': '100073830734152', 'text': 'My favourite king of the world \U0001faf6💓\n\nFrom Bangladesh 🇧🇩🤗', 'comment_id': '648549060060952'}]",0,"We all have our favourites 🌟

Select your favourite teams and leagues to get instant notifications on the LiveScore app

https://bit.ly/LiveScoreFB"
