post_id,time,comments,shares,reactions,reaction_count,comments_full,hour,text
pfbid0b5qu3GF3HADLDSbVEzLsAdT7r8fCJ3JmfVFrdF4KYRdyDwPzVGqwEo19UMcHZ7R2l,2023-09-05 02:54:30,46227,7797,"{'like': 578259, 'love': 303295, 'care': 50830, 'haha': 1613, 'wow': 587, 'angry': 90, 'sad': 86}",934760,"[{'commenter_name': 'Facebook', 'commenter_id': '/facebook.com/facebook', 'text': 'Repeat of 2016 🇵🇹', 'comment_id': '1401144777104681'}, {'commenter_name': 'Nya Mbeh', 'commenter_id': '/mbasic.facebook.com/nyambe.muleta.16', 'text': 'Awww amazing 👏', 'comment_id': '198833519872082'}, {'commenter_name': 'Matheus Marcos', 'commenter_id': '100080802818254', 'text': 'Sucesso', 'comment_id': '982312706355769'}, {'commenter_name': 'Hurem Sultan', 'commenter_id': '100066485570862', 'text': 'Força total meu Rey 👑', 'comment_id': '216016827824841'}, {'commenter_name': 'MA S UD', 'commenter_id': '100059100163972', 'text': 'Força total meu Rey 👑🐐🐐', 'comment_id': '263840399816213'}, {'commenter_name': 'Ayoub Khan', 'commenter_id': '100084751878909', 'text': 'Força total meu Rey 👑🐐❣️❤️', 'comment_id': '1063510118004134'}, {'commenter_name': 'Cfb Patrick Kingsley', 'commenter_id': '100055908937924', 'text': 'Força total meu Rey 👑🐐🐐', 'comment_id': '1274665593251561'}, {'commenter_name': 'Real Aliyu Yks', 'commenter_id': '100087554287578', 'text': 'Força total meu Rey 👑🐐🐐', 'comment_id': '351936783885108'}, {'commenter_name': 'Wanga olws kagunda', 'commenter_id': '/mbasic.facebook.com/Nyopelee', 'text': 'Força total meu Rey 👑🐐🐐', 'comment_id': '1256031025059429'}, {'commenter_name': 'باسم الخوبري', 'commenter_id': '100007217973001', 'text': 'Força total meu Rey 👑', 'comment_id': '322055383625874'}]",2,"Bom estar de volta a casa!🇵🇹🙌🏼
Motivação maxima e foco total para encarar estes 2 próximos jogos nesta nossa caminhada rumo ao Euro2024!💪🏼🇵🇹
#vesteabandeira

Nice to be back at home! 🇵🇹🙌🏼
Maximum motivation and total focus to face these next 2 games on our journey to Euro2024! 💪🏼🇵🇹
#vesteabandeira"
pfbid028VuTkaEvCYWPSUYcAprUo4jgDTpTpswXy9uZMN3zo4yrsKM6D27gg6sMjvsFB7nKl,2023-09-04 16:04:58,5900,816,"{'like': 90885, 'love': 52477, 'care': 11175, 'haha': 311, 'wow': 201, 'sad': 25, 'angry': 24}",155098,"[{'commenter_name': 'Tarek Zidan', 'commenter_id': '/mbasic.facebook.com/Tarekzidanofficial', 'text': 'The best player in football history ♥️☝🏻', 'comment_id': '665728005282342'}, {'commenter_name': 'Phoebe Paler', 'commenter_id': '/mbasic.facebook.com/phoebe.paler.3', 'text': 'Amazing skill', 'comment_id': '627150732936307'}, {'commenter_name': 'Mr Higinus', 'commenter_id': '100092154914910', 'text': 'I’m following everyone 💯🎉✅🥰', 'comment_id': '705181168317537'}, {'commenter_name': 'Kamraن MeحErVi', 'commenter_id': '100083700094414', 'text': 'Now CR7 had become most popular player of the world wide in the history 💖', 'comment_id': '1223007042431088'}, {'commenter_name': 'Morsalin Ahmed', 'commenter_id': '/mbasic.facebook.com/mdmanik.dewan.927', 'text': 'Vamos Portugal 🇵🇹\n#cr7 🤍🤍', 'comment_id': '609305808031874'}, {'commenter_name': 'Rasel editz', 'commenter_id': '/mbasic.facebook.com/3AhmedRasel', 'text': 'I’m following everyone 💯🎉✅🥰', 'comment_id': '604086605226146'}, {'commenter_name': 'Hamisu breaker Back Up', 'commenter_id': '100093457436002', 'text': 'Love from Bangladesh 💜💚❤❤❤', 'comment_id': '320361750396177'}, {'commenter_name': 'Jannat Gul', 'commenter_id': '/mbasic.facebook.com/Rajafriends7911', 'text': 'Love from Pakistan', 'comment_id': '1463068387786028'}, {'commenter_name': 'S. R. Salim', 'commenter_id': '100028659942837', 'text': 'Love from Egypt 😊🇾🇪', 'comment_id': '851646419467176'}, {'commenter_name': 'Srk Rokin Ahamed', 'commenter_id': '/mbasic.facebook.com/mehedihasan.roman.982', 'text': 'Love From Bangladesh 🇧🇩🥰', 'comment_id': '2131769233684802'}]",16,"Watch me take on the lie detector test with Binance!

Make sure you stay until the end.

Watch here: https://www.youtube.com/watch?v=YpjwHazhknA"
pfbid02WrZHE5rAZtukL3hxgo6YAS9eXF8GkfW1vxfHvpc64kiYekNt57RoJXGwdDmQ5paol,2023-09-03 04:45:06,51769,8296,"{'like': 558077, 'love': 296418, 'care': 48474, 'haha': 1514, 'wow': 646, 'angry': 65, 'sad': 59}",905253,"[{'commenter_name': 'Abdulrahman Alnyil', 'commenter_id': '100053835516736', 'text': 'Best to Luck CR7!❤️✅️❤️', 'comment_id': '1498338407647212'}, {'commenter_name': 'Anondo X Ten', 'commenter_id': '100085283075929', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '118295004701200'}, {'commenter_name': 'TC Kanayo', 'commenter_id': '100070630509235', 'text': 'I Love That Last Statement …”& Still Counting”…', 'comment_id': '232263763146568'}, {'commenter_name': 'Mijan Cricketer', 'commenter_id': '100024443057658', 'text': 'Best of Luck CR7!🖤', 'comment_id': '857621209288283'}, {'commenter_name': 'Tek Bdr Saud', 'commenter_id': '/mbasic.facebook.com/tekabdr.sawad.5', 'text': 'Best of Luck CR7!🖤', 'comment_id': '1023910405449527'}, {'commenter_name': 'Md Hasan Islam', 'commenter_id': '100042843857961', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '296086513032024'}, {'commenter_name': ""Sanjida's Creation"", 'commenter_id': '100092695461705', 'text': 'Best of luck', 'comment_id': '1513706192702513'}, {'commenter_name': 'Ajay Dong', 'commenter_id': '/mbasic.facebook.com/Ajaydongtamang143', 'text': 'Your the best of this era CR7🐐👑🙏⚽️❤🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵', 'comment_id': '266691806205244'}, {'commenter_name': 'MA S UD', 'commenter_id': '100059100163972', 'text': 'Best of Luck CR7!🖤', 'comment_id': '1360100911569406'}, {'commenter_name': 'João Félix', 'commenter_id': '/mbasic.facebook.com/md.reduwan.1694', 'text': 'Very impressive 👏👍', 'comment_id': '1047135822847731'}]",4,"Another great team performance!
We keep improving.
Let’s go @alnassr 💛💙
850 career goals and still counting!😉💪🏼"
pfbid02jhv6sHuzh4QD7KMVsiWZDMRgvufSvEVeY6MjrV2NZQTHyZdwHfcWoDPTVRPZFbiZl,2023-09-01 21:55:54,10162,780,"{'like': 135390, 'love': 77301, 'care': 15883, 'haha': 1285, 'wow': 194, 'angry': 35, 'sad': 24}",230112,"[{'commenter_name': 'Ab Hakim', 'commenter_id': '/mbasic.facebook.com/hakim.khan.5726', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '1317383622220545'}, {'commenter_name': 'Masum Bepari', 'commenter_id': '/mbasic.facebook.com/masum.bepari.9028', 'text': 'Love from Bangladesh ❤️❤️', 'comment_id': '830998215287806'}, {'commenter_name': 'Hafeez Ibrahim', 'commenter_id': '100072056237879', 'text': 'Love you CR7 💗', 'comment_id': '601303242079298'}, {'commenter_name': 'Arafat Sagor', 'commenter_id': '/mbasic.facebook.com/arafat.sagor.9', 'text': 'Love from Bangladesh ✨', 'comment_id': '829265618572002'}, {'commenter_name': 'Funny Video', 'commenter_id': '100089880447743', 'text': 'Love from Bangladesh 😊🇧🇩', 'comment_id': '690984122364343'}, {'commenter_name': 'Md Sajib', 'commenter_id': '100030406401235', 'text': 'Love from Bangladesh 🤍⚽', 'comment_id': '675795007800930'}, {'commenter_name': 'Tahosin Islam', 'commenter_id': '/mbasic.facebook.com/hs.farhan.92', 'text': 'Love from Bangladesh 🖤🇧🇩🇵🇹', 'comment_id': '245039261838090'}, {'commenter_name': 'AS IF', 'commenter_id': '100077517020300', 'text': 'Love from Bangladesh 🤍⚽', 'comment_id': '327394673188982'}, {'commenter_name': 'পিয়ালী তুলি', 'commenter_id': '/mbasic.facebook.com/piyaliofficial22', 'text': 'Love from Bangladesh 🇧🇩❤️🇵🇹', 'comment_id': '604796288477620'}, {'commenter_name': 'Nelson Chalaka Shamboko', 'commenter_id': '100080897621573', 'text': 'Love from Bangladesh 😊🇧🇩', 'comment_id': '986884405932576'}]",21,"More fun with Kickoff by Zuju 😂 Want to win the shirt I’m wearing? Follow the steps below 👇

📲 Download and sign up for an account on the Kickoff by Zuju app

⚽️ Play the new Live Match Contest game

⭐️ Receive an entry with every new level you reach (existing users will have their current number of levels applied)

🎁 Win the shirt I wore at our recent filming day!

Enter now 👉 https://bit.ly/cr7xzuju

#PlayEveryMoment"
pfbid02WG3gG3MPCpMGYuqvcQCZTKd1QmLAKm36rjLWQQvp5Anyhk8HCafraKKdMm9qRbdFl,2023-09-01 03:19:33,28418,6318,"{'like': 412034, 'love': 317398, 'care': 53902, 'haha': 7548, 'wow': 478, 'sad': 61, 'angry': 56}",791477,"[{'commenter_name': 'Kazi Mohammad Rubel', 'commenter_id': '100041776241215', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '317776570644544'}, {'commenter_name': 'Anondo X Ten', 'commenter_id': '100085283075929', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '680332987333283'}, {'commenter_name': 'Clemson Twins WORLD', 'commenter_id': '100085567416635', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '1380430695869979'}, {'commenter_name': 'İmadildin Denavar', 'commenter_id': '100009291716586', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '1079337259703599'}, {'commenter_name': 'Muhammad Shoriful Islam', 'commenter_id': '100081172923397', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '1499870334092934'}, {'commenter_name': 'Mohamed Almaghrbi', 'commenter_id': '100005779177857', 'text': 'Best of Luck CR7!🥰❤️🎉', 'comment_id': '615622380655211'}, {'commenter_name': 'Petit Cfa Croate', 'commenter_id': '100086929446415', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '952241969210519'}, {'commenter_name': 'Šhāñtø Iśłäm', 'commenter_id': '/mbasic.facebook.com/ShantoIslam748', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '3158748404433743'}, {'commenter_name': 'محمود ابراهيم خضر سعود', 'commenter_id': '100055678452440', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '691460095691280'}, {'commenter_name': 'Real Aliyu Yks', 'commenter_id': '100087554287578', 'text': 'Best of Luck CR7!😍🥰', 'comment_id': '302987909080454'}]",3,"الأفضــل في شهــر أغسطس؟ ❌
الأفضــل على مـدى التــاريـخ ✅

لا جديد! .. الأرقـام هي من تتبـع النجـم التاريخــي 💛
"" لاعب نادي #النصر "" كريستيانو رونالدو 🤩

Player of the month ❌
The forever MVP ✅

The Greatest Of All Times begins the Saudi league on top 🐐

Favorite in August? ❌
The best in history ✅

Nothing is new ! .. The numbers follow the historical star 💛
""#Al-Nasr club player"" Cristiano Ronaldo 🤩

Player of the month ❌
The forever MVP ✅

The Greatest Of All Times begins the Saudi league on top 🐐"
pfbid02jtBWrLroxWqS2JNqmWPkCc8qzcsiZ7eJ7qSq9DQg82cLMVhQxgDeVHqktbDgVz96l,2023-08-30 23:02:55,31743,3423,"{'like': 419572, 'love': 233666, 'care': 39295, 'haha': 1899, 'wow': 1071, 'angry': 80, 'sad': 71}",695654,"[{'commenter_name': 'Yasir Ali Sheeñ Gilgitii', 'commenter_id': '/mbasic.facebook.com/yasirabas.abas.5', 'text': 'The real legend having six packs and a grand attitude', 'comment_id': '964802621290155'}, {'commenter_name': 'Md. Nazmus Sadat', 'commenter_id': '/mbasic.facebook.com/newapproch', 'text': 'Designed for comfort and attitude.', 'comment_id': '1350049255594015'}, {'commenter_name': 'Mehidy Hasan Limon', 'commenter_id': '/mbasic.facebook.com/mehidyhasanlimon.limon', 'text': 'Best of luck... CR7❤️🥀', 'comment_id': '987198092591887'}, {'commenter_name': 'Mhamudul Hasan', 'commenter_id': '/mbasic.facebook.com/Mahmud4630', 'text': 'Best of luck', 'comment_id': '2013412115684753'}, {'commenter_name': 'Standard Salon', 'commenter_id': '100066287632633', 'text': '🤍🤍✊🏽good shape', 'comment_id': '327233683004650'}, {'commenter_name': 'Dilla Jacob', 'commenter_id': '100079797724876', 'text': 'Sending love boss CR7🇨🇲🇨🇲🇨🇲', 'comment_id': '629546165983926'}, {'commenter_name': 'Md Hasan Islam', 'commenter_id': '100042843857961', 'text': 'Sending love boss CR7 ❤️🇧🇩', 'comment_id': '172850292497506'}, {'commenter_name': 'Md Hamjala Sheikh', 'commenter_id': '/mbasic.facebook.com/mdhamjala.sheikh.77', 'text': 'Sending love boss CR7 ❤️😘', 'comment_id': '1512561569484575'}, {'commenter_name': 'Thunder Plays', 'commenter_id': '/mbasic.facebook.com/Thunderplays052', 'text': 'Love from Bangladesh 🖤🇧🇩🇵🇹', 'comment_id': '1678738349290614'}, {'commenter_name': 'Omar Faruk.02', 'commenter_id': '100064547328592', 'text': 'Love from Bangladesh 🖤🇧🇩🇵🇹', 'comment_id': '203677639186663'}]",23,"Designed for comfort and attitude.

#CR7 #CR7UNDERWEAR #UNDERWEAR #DEARYSIN7S"
pfbid02jtBWrLroxWqS2JNqmWPkCc8qzcsiZ7eJ7qSq9DQg82cLMVhQxgDeVHqktbDgVz96l,2023-08-30 23:02:55,31743,3423,"{'like': 419572, 'love': 233666, 'care': 39295, 'haha': 1899, 'wow': 1071, 'angry': 80, 'sad': 71}",695654,"[{'commenter_name': 'Yasir Ali Sheeñ Gilgitii', 'commenter_id': '/mbasic.facebook.com/yasirabas.abas.5', 'text': 'The real legend having six packs and a grand attitude', 'comment_id': '964802621290155'}, {'commenter_name': 'Md. Nazmus Sadat', 'commenter_id': '/mbasic.facebook.com/newapproch', 'text': 'Designed for comfort and attitude.', 'comment_id': '1350049255594015'}, {'commenter_name': 'Mehidy Hasan Limon', 'commenter_id': '/mbasic.facebook.com/mehidyhasanlimon.limon', 'text': 'Best of luck... CR7❤️🥀', 'comment_id': '987198092591887'}, {'commenter_name': 'Mhamudul Hasan', 'commenter_id': '/mbasic.facebook.com/Mahmud4630', 'text': 'Best of luck', 'comment_id': '2013412115684753'}, {'commenter_name': 'Standard Salon', 'commenter_id': '100066287632633', 'text': '🤍🤍✊🏽good shape', 'comment_id': '327233683004650'}, {'commenter_name': 'Dilla Jacob', 'commenter_id': '100079797724876', 'text': 'Sending love boss CR7🇨🇲🇨🇲🇨🇲', 'comment_id': '629546165983926'}, {'commenter_name': 'Md Hasan Islam', 'commenter_id': '100042843857961', 'text': 'Sending love boss CR7 ❤️🇧🇩', 'comment_id': '172850292497506'}, {'commenter_name': 'Md Hamjala Sheikh', 'commenter_id': '/mbasic.facebook.com/mdhamjala.sheikh.77', 'text': 'Sending love boss CR7 ❤️😘', 'comment_id': '1512561569484575'}, {'commenter_name': 'Thunder Plays', 'commenter_id': '/mbasic.facebook.com/Thunderplays052', 'text': 'Love from Bangladesh 🖤🇧🇩🇵🇹', 'comment_id': '1678738349290614'}, {'commenter_name': 'Omar Faruk.02', 'commenter_id': '100064547328592', 'text': 'Love from Bangladesh 🖤🇧🇩🇵🇹', 'comment_id': '203677639186663'}]",23,"Designed for comfort and attitude.

#CR7 #CR7UNDERWEAR #UNDERWEAR #DEARYSIN7S"
pfbid09XKKU3iUfLcrzTEtWXgJimQUuME3pEG2sWwZyk4oKE71mkXKjPLowEbFEy6e6oQ9l,2023-08-30 04:14:44,70768,23208,"{'like': 806212, 'love': 452908, 'care': 71412, 'haha': 3154, 'wow': 952, 'sad': 102, 'angry': 85}",1334825,"[{'commenter_name': 'M,S Mohammad', 'commenter_id': '100083126816822', 'text': 'Best of luck', 'comment_id': '607302234893630'}, {'commenter_name': 'Julius Amin', 'commenter_id': '/mbasic.facebook.com/julius.amin', 'text': 'Legend, amazing getting on the score sheet back to back, hard trick, and a brace. The Goat himself', 'comment_id': '1472279716947791'}, {'commenter_name': ""Foring's Fair"", 'commenter_id': '100082305255642', 'text': 'Best wishes cr7❤️❤️❤️', 'comment_id': '1508666899880716'}, {'commenter_name': ""Ew'r Arman"", 'commenter_id': '100059660692136', 'text': 'Amazing playing tonight . And team work is good level 🥰', 'comment_id': '3444243009220417'}, {'commenter_name': 'Sormalah Knight Evang James', 'commenter_id': '100008691694419', 'text': 'You are the truest symbol of football greatness.', 'comment_id': '275901151854838'}, {'commenter_name': 'SlyTola Koncepts', 'commenter_id': '/mbasic.facebook.com/SlyTolaKoncepts', 'text': 'Pain has been successfully delivered to Miami. Go higher the one and only GOAT', 'comment_id': '831671405338765'}, {'commenter_name': 'Prince Imam', 'commenter_id': '/mbasic.facebook.com/hussainiaminuabdulaziz', 'text': 'Congratulations 🎉', 'comment_id': '1695760250835152'}, {'commenter_name': 'Ãfrîkäñá', 'commenter_id': '100005721618144', 'text': 'Congratulations 🎉👏', 'comment_id': '6612343825540310'}, {'commenter_name': ""It'z AL Mamun"", 'commenter_id': '/mbasic.facebook.com/mamun.kan.146', 'text': 'Congratulations 🥰\n🇧🇩🇧🇩', 'comment_id': '1673978853117101'}, {'commenter_name': 'Ahmed Algasim', 'commenter_id': '100080794827533', 'text': 'Congratulations 💙💛', 'comment_id': '265714893070596'}]",4,"What an amazing atmosphere in our stadium!
Very happy to celebrate this win with our fans!💛💙
Fantastic performance from the Team!👏🏼💪🏼
Vamooos @alnassr ⚽️⚽️"
pfbid02aFMV3Ht3VZyVyvGRGzhf4FTGBeunydD2tQjANWpzJ92oQ3EH1sHnvPaGQdUWz2z3l,2023-08-27 18:37:13,10507,980,"{'like': 115043, 'love': 67774, 'care': 13218, 'haha': 507, 'wow': 308, 'sad': 32, 'angry': 29}",196911,"[{'commenter_name': 'Døn Emarstar', 'commenter_id': '100063929445372', 'text': 'The Goat Cr7 🖤🥰', 'comment_id': '551371490425900'}, {'commenter_name': 'Og gaston litua', 'commenter_id': '100082754733593', 'text': 'Vamos congratulations ❣️', 'comment_id': '178793181872468'}, {'commenter_name': 'Ajay Dong', 'commenter_id': '/mbasic.facebook.com/Ajaydongtamang143', 'text': 'Love from Nepal🇳🇵🇳🇵\nCR7🐐🙏👑❤', 'comment_id': '1099224088154901'}, {'commenter_name': 'Crüïz Vãlïd', 'commenter_id': '100077746041009', 'text': 'We look forward to it ☺️', 'comment_id': '165621263223806'}, {'commenter_name': 'Talha Jubayer Husen', 'commenter_id': '100078681190839', 'text': 'Love from Bangladesh 🖤🇧🇩', 'comment_id': '1129559181352760'}, {'commenter_name': 'Tahosin Islam', 'commenter_id': '/mbasic.facebook.com/hs.farhan.92', 'text': 'Love From Bangladesh 🖤🥀', 'comment_id': '965672061365605'}, {'commenter_name': 'Pøddar Ğeniuš', 'commenter_id': '100050659896833', 'text': 'Congratulations 🎉🎉', 'comment_id': '173039969144791'}, {'commenter_name': 'Corazon Cañete', 'commenter_id': '/mbasic.facebook.com/keshakyra', 'text': 'Love from Philippines 🇵🇭', 'comment_id': '1382477302309169'}, {'commenter_name': 'Goutam Biswas', 'commenter_id': '/mbasic.facebook.com/goutamduet', 'text': 'Love from Bangladesh 🇧🇩🇧🇩⚽', 'comment_id': '327073659788146'}, {'commenter_name': 'Md Sahab', 'commenter_id': '/mbasic.facebook.com/md.sahab.585', 'text': 'Hardest man in the world right now', 'comment_id': '1397484447494322'}]",18,"#Binance gave me one of my hardest challenges yet - facing the lie detector.

Full video coming soon, stay tuned."
pfbid02aFMV3Ht3VZyVyvGRGzhf4FTGBeunydD2tQjANWpzJ92oQ3EH1sHnvPaGQdUWz2z3l,2023-08-27 18:37:13,10507,980,"{'like': 115043, 'love': 67774, 'care': 13218, 'haha': 507, 'wow': 308, 'sad': 32, 'angry': 29}",196911,"[{'commenter_name': 'Døn Emarstar', 'commenter_id': '100063929445372', 'text': 'The Goat Cr7 🖤🥰', 'comment_id': '551371490425900'}, {'commenter_name': 'Og gaston litua', 'commenter_id': '100082754733593', 'text': 'Vamos congratulations ❣️', 'comment_id': '178793181872468'}, {'commenter_name': 'Ajay Dong', 'commenter_id': '/mbasic.facebook.com/Ajaydongtamang143', 'text': 'Love from Nepal🇳🇵🇳🇵\nCR7🐐🙏👑❤', 'comment_id': '1099224088154901'}, {'commenter_name': 'Crüïz Vãlïd', 'commenter_id': '100077746041009', 'text': 'We look forward to it ☺️', 'comment_id': '165621263223806'}, {'commenter_name': 'Talha Jubayer Husen', 'commenter_id': '100078681190839', 'text': 'Love from Bangladesh 🖤🇧🇩', 'comment_id': '1129559181352760'}, {'commenter_name': 'Tahosin Islam', 'commenter_id': '/mbasic.facebook.com/hs.farhan.92', 'text': 'Love From Bangladesh 🖤🥀', 'comment_id': '965672061365605'}, {'commenter_name': 'Pøddar Ğeniuš', 'commenter_id': '100050659896833', 'text': 'Congratulations 🎉🎉', 'comment_id': '173039969144791'}, {'commenter_name': 'Corazon Cañete', 'commenter_id': '/mbasic.facebook.com/keshakyra', 'text': 'Love from Philippines 🇵🇭', 'comment_id': '1382477302309169'}, {'commenter_name': 'Goutam Biswas', 'commenter_id': '/mbasic.facebook.com/goutamduet', 'text': 'Love from Bangladesh 🇧🇩🇧🇩⚽', 'comment_id': '327073659788146'}, {'commenter_name': 'Md Sahab', 'commenter_id': '/mbasic.facebook.com/md.sahab.585', 'text': 'Hardest man in the world right now', 'comment_id': '1397484447494322'}]",18,"#Binance gave me one of my hardest challenges yet - facing the lie detector.

Full video coming soon, stay tuned."
pfbid04FkHpDcAvgRVDiRJBnxN6c83xgg7QeWLuJ3w4CbXCex3sQA6pazEmuApoeHSHw9Kl,2023-08-26 04:08:48,64478,11298,"{'like': 675390, 'love': 361717, 'care': 56459, 'haha': 2232, 'wow': 803, 'angry': 76, 'sad': 73}",1096750,"[{'commenter_name': 'Tarek Zidan', 'commenter_id': '/mbasic.facebook.com/Tarekzidanofficial', 'text': 'Best player in world ♥️☝🏻', 'comment_id': '311365614896895'}, {'commenter_name': 'Makosso Camille', 'commenter_id': '/mbasic.facebook.com/Generalcamillemakosso', 'text': 'Bravo 🎉🎈🎊🍾 mon fils Dieu est avec toi.', 'comment_id': '205150639217027'}, {'commenter_name': 'Mohamed Essam Muslim', 'commenter_id': '/mbasic.facebook.com/rostmblackxo', 'text': 'The best so far and forever ❤️', 'comment_id': '1525062507900680'}, {'commenter_name': 'Akotizo Blizard Gbme', 'commenter_id': '/mbasic.facebook.com/akotizo.blizard', 'text': 'Congratulations 🎉 🎊 from South Sudan 🇸🇸', 'comment_id': '988713602460476'}, {'commenter_name': 'Møhamêd Fârgĥaly', 'commenter_id': '100050984031783', 'text': 'The Greatest 💙', 'comment_id': '3698564983797695'}, {'commenter_name': 'João Félix', 'commenter_id': '/mbasic.facebook.com/md.reduwan.1694', 'text': 'Very impressive 👍👏', 'comment_id': '1292277941404736'}, {'commenter_name': 'Big sammy', 'commenter_id': '100090331425924', 'text': 'Greatest of all time 🏆🏆❤️❤️', 'comment_id': '1529697137838043'}, {'commenter_name': 'Hridoy Mahamud', 'commenter_id': '100037117244713', 'text': 'Congratulations', 'comment_id': '1472400026893613'}, {'commenter_name': 'Radwan Al-Hailawi', 'commenter_id': '100026506419845', 'text': 'Congratulations', 'comment_id': '1959335601108169'}, {'commenter_name': 'GO OD NE WS', 'commenter_id': '100079124761084', 'text': 'Congratulations 🎉👏', 'comment_id': '712895944003349'}]",4,Another incredible team effort - let’s go @alnassr 💙💛
pfbid02N5CdpqmJeuDR3muomLhw1XeA4eJeyj5rgjeidMjBn1uWgNuuuyYD4K7EVm9J7KUxl,2023-08-23 03:31:06,46174,6338,"{'like': 555988, 'love': 275970, 'care': 38912, 'haha': 2147, 'wow': 562, 'sad': 58, 'angry': 52}",873689,"[{'commenter_name': 'Mustafa Elkazaz', 'commenter_id': '/mbasic.facebook.com/mustafa.elkazaz.3', 'text': 'The best 🤍🤍🤍🔝', 'comment_id': '124342440752787'}, {'commenter_name': 'Cúté Bøy Ãmáñúr', 'commenter_id': '100069020360772', 'text': 'The best 🤍🤍🤍🔝', 'comment_id': '310737388197676'}, {'commenter_name': 'Joshua Emeiwe', 'commenter_id': '/mbasic.facebook.com/joshua.emeiwe.7', 'text': 'The best #cr7', 'comment_id': '1051642302673156'}, {'commenter_name': 'S K Merazul Islam', 'commenter_id': '/mbasic.facebook.com/taskin.ahamed.56829', 'text': 'The absolutely best CR7 🔥', 'comment_id': '145728265246975'}, {'commenter_name': 'Tanzid Hasan', 'commenter_id': '/mbasic.facebook.com/m.SakingHasan', 'text': 'Best wishes and love from the king of football, Bangladesh 🇧🇩', 'comment_id': '861498945188769'}, {'commenter_name': 'Ashrf Ban Fatag', 'commenter_id': '/mbasic.facebook.com/ashrffateg.alfateg', 'text': 'The absolute best CR7', 'comment_id': '3531146913824456'}, {'commenter_name': 'Saiful Islam Ashiq', 'commenter_id': '/mbasic.facebook.com/saifulislam.ashiq.143', 'text': 'The absolutely best CR7 🔥', 'comment_id': '1497377491005455'}, {'commenter_name': 'Md Hasan Islam', 'commenter_id': '100042843857961', 'text': 'The absolutely best CR7 🔥', 'comment_id': '1165743074835113'}, {'commenter_name': 'H A Ali Ahmed', 'commenter_id': '100011280485774', 'text': 'The absolute best CR7', 'comment_id': '614447480842415'}, {'commenter_name': 'Jamel Icon Mason', 'commenter_id': '100085882916745', 'text': ""Legend CR7, you're phenomenal."", 'comment_id': '813795747138625'}]",3,"Difficult game, but Important win to qualify for the Asian champions league!
Always believe to the end! Never give up!💪🏼
@alnassr 💛💙"
